tramite_tipo;ID_Denuncia;tramite_fecha;fecha_inscripcion_inicial;registro_seccional_codigo;registro_seccional_descripcion;registro_seccional_provincia;automotor_origen;automotor_anio_modelo;automotor_tipo_codigo;automotor_tipo_descripcion;automotor_marca_codigo;automotor_marca_descripcion;automotor_modelo_codigo;automotor_modelo_descripcion;automotor_uso_codigo;automotor_uso_descripcion;titular_tipo_persona;titular_domicilio_localidad;titular_domicilio_provincia;titular_genero;titular_anio_nacimiento;titular_pais_nacimiento;titular_porcentaje_titularidad;titular_domicilio_provincia_id;titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO;DEN-7800;31/1/2024;23/9/2002;1145;QUILMES;Buenos Aires;Nacional;2002;18;SEDAN;34;PEUGEOT;AJ;206 XR 1.6 PACK 3P MUX;1;Privado;Física;SAN FRANCISCO SOLANO;BUENOS AIRES;Masculino;1990;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8744;2/1/2024;24/1/2000;1227;LA MATANZA;Buenos Aires;Nacional;2000;18;SEDAN;53;VOLKSWAGEN;37;GOL;1;Privado;Física;LAFERRERE;BUENOS AIRES;Masculino;1980;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8371;8/1/2024;6/2/2001;1151;AVELLANEDA;Buenos Aires;Nacional;2001;18;SEDAN;34;PEUGEOT;19;206XRN3PKDAB;1;Privado;Física;GERLI;BUENOS AIRES;No identificado;1961;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6037;11/1/2024;2/7/2007;1030;FLORENCIO VARELA;Buenos Aires;Nacional;2007;18;SEDAN;08;CHEVROLET;BA;CORSA 3 PTAS CITY 1.6N;1;Privado;Física;FCIO VARELA;BUENOS AIRES;No identificado;1967;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6895;5/1/2024;18/2/2005;1240;JOSE C. PAZ;Buenos Aires;Nacional;2005;18;SEDAN;08;CHEVROLET;AM;CORSA CLASSIC 3P BASE 1.6N;1;Privado;Física;JOSE C. PAZ;BUENOS AIRES;Masculino;1987;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8925;15/1/2024;9/8/1999;1030;FLORENCIO VARELA;Buenos Aires;Nacional;1999;18;SEDAN;17;FIAT;44;UNO S (1.4 3P);1;Privado;Física;FLORENCIO VARELA;BUENOS AIRES;No identificado;1980;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8838;5/1/2024;25/10/1999;1148;LOMAS DE ZAMORA;Buenos Aires;Nacional;1999;18;SEDAN;17;FIAT;72;PALIO S 1.3 MPI (3P);1;Privado;Física;BANFIELD;BUENOS AIRES;Masculino;1993;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4046;31/1/2024;2/1/2013;1158;TRES DE FEBRERO;Buenos Aires;Nacional;2013;18;SEDAN;34;PEUGEOT;LY;207 COMPACT ACTIVE 1.4 N 3P;1;Privado;Física;V.BOSCH;BUENOS AIRES;Masculino;1971;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8722;15/1/2024;28/2/2000;1171;ESCOBAR;Buenos Aires;Nacional;2000;18;SEDAN;17;FIAT;72;PALIO S 1.3 MPI (3 P;1;Privado;Física;MATHEU;BUENOS AIRES;No identificado;1949;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-5340;4/1/2024;22/5/2009;1029;ESTEBAN ECHEVERRIA;Buenos Aires;Nacional;2009;18;SEDAN;34;PEUGEOT;JH;207 COMPACT XT 1.6 3;1;Privado;Física;MONTE GRANDE;BUENOS AIRES;Femenino;1995;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8210;22/1/2024;31/7/2001;1166;MUNICIPIO URBANO DE LA COSTA;Buenos Aires;Nacional;2001;18;SEDAN;08;CHEVROLET;77;CORSA 3 PTAS WIND 1.6 MPFI;1;Privado;Física;MAR DEL TUYÚ;BUENOS AIRES;Masculino;1961;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8853;17/1/2024;22/10/1999;1001;ADROGUE;Buenos Aires;Nacional;1999;18;SEDAN;37;RENAULT;DT;CLIO RN 3 PTAS. PACK AA DA;1;Privado;Física;RAFAEL CALZADA;BUENOS AIRES;Masculino;1996;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4518;22/1/2024;9/9/2011;1197;SAN ISIDRO;Buenos Aires;Nacional;2011;18;SEDAN;34;PEUGEOT;JF;207 COMPACT XR 1.4 3P;1;Privado;Física;BOULOGNE;BUENOS AIRES;Masculino;1988;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8299;5/1/2024;16/4/2001;1118;QUILMES;Buenos Aires;Nacional;2001;18;SEDAN;53;VOLKSWAGEN;CC;GOL 1.9 SD;1;Privado;Física;BERNAL;BUENOS AIRES;Femenino;1979;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8659;29/1/2024;15/5/2000;1226;LA MATANZA;Buenos Aires;Nacional;2000;18;SEDAN;34;PEUGEOT;AW;206 XS 3P;1;Privado;Física;RAFAEL CASTILLO;BUENOS AIRES;Femenino;1992;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8584;19/1/2024;19/7/2000;1045;LA PLATA;Buenos Aires;Nacional;2000;18;SEDAN;08;CHEVROLET;77;CORSA 3 PTAS 1.0N;1;Privado;Física;LA PLATA;BUENOS AIRES;No identificado;1993;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8554;10/1/2024;9/8/2000;1240;JOSE C. PAZ;Buenos Aires;Nacional;2000;18;SEDAN;53;VOLKSWAGEN;41;GOL 1.6 00A;1;Privado;Física;JOSE C. PAZ;BUENOS AIRES;Femenino;1997;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-7025;23/1/2024;29/10/2004;1226;LA MATANZA;Buenos Aires;Nacional;2004;18;SEDAN;34;PEUGEOT;EH;206 XS 1.6 3P ABS;1;Privado;Física;GONZALEZ CATAN;BUENOS AIRES;Femenino;2001;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6741;26/1/2024;12/8/2005;1106;LA MATANZA;Buenos Aires;Nacional;2005;18;SEDAN;08;CHEVROLET;AM;CORSA CLASSIC 3P BASE 1.6N;1;Privado;Física;ISIDRO CASANOVA;BUENOS AIRES;Masculino;1996;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10871;31/1/2024;27/4/1994;1237;LOMAS DE ZAMORA;Buenos Aires;Nacional;1994;18;SEDAN;53;VOLKSWAGEN;11;GOL GL;1;Privado;Física;BANFIELD;BUENOS AIRES;No identificado;1975;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-7221;2/1/2024;26/3/2004;1198;SAN ISIDRO;Buenos Aires;Nacional;2004;18;SEDAN;08;CHEVROLET;BF;CORSA CLASSIC 3P AA+DIR 1.6N;1;Privado;Física;BECCAR;BUENOS AIRES;Masculino;1993;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8399;29/1/2024;30/1/2001;1023;CORONEL VIDAL;Buenos Aires;Nacional;2001;18;SEDAN;53;VOLKSWAGEN;BP;GOL 1.9 SD (0280) 011;1;Privado;Física;MAR DEL PLATA;BUENOS AIRES;Femenino;1989;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-7805;30/1/2024;17/9/2002;1225;SAN MIGUEL;Buenos Aires;Nacional;2002;18;SEDAN;34;PEUGEOT;AA;206 XRD 3P PACK MUX;1;Privado;Física;BILLINGHURST;BUENOS AIRES;Femenino;1978;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9504;15/1/2024;7/1/1998;1214;ITUZAINGO;Buenos Aires;Nacional;1997;18;SEDAN;53;VOLKSWAGEN;11;GOL CLI;1;Privado;Física;ITUZAINGO;BUENOS AIRES;Masculino;1959;PARAGUAY;100;6;PRY
DENUNCIA DE ROBO O HURTO;DEN-10005;4/1/2024;13/8/1996;1237;LOMAS DE ZAMORA;Buenos Aires;Nacional;1996;18;SEDAN;53;VOLKSWAGEN;11;GOL GLD;1;Privado;Física;LOMAS DE ZAMORA;BUENOS AIRES;No identificado;1993;BOLIVIA;100;6;BOL
DENUNCIA DE ROBO O HURTO;DEN-7848;12/1/2024;18/7/2002;4077;CORDOBA;Córdoba;Nacional;2002;18;SEDAN;53;VOLKSWAGEN;EB;GOL 1.6;1;Privado;Física;CORDOBA;CORDOBA;Masculino;1976;ARGENTINA;100;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-9489;8/1/2024;15/1/1998;1245;LA PLATA;Buenos Aires;Nacional;1998;18;SEDAN;19;FORD;73;ESCORT LX 1.8 3P.N 45E;1;Privado;Física;GONNET;BUENOS AIRES;Masculino;1973;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9981;11/1/2024;13/9/1996;1311;LA MATANZA;Buenos Aires;Nacional;1998;18;SEDAN;53;VOLKSWAGEN;11;GOL GLI;1;Privado;Física;ISIDRO CASANOVA;BUENOS AIRES;Masculino;1976;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9989;5/1/2024;30/8/1996;13015;MENDOZA;Mendoza;Nacional;1996;18;SEDAN;37;RENAULT;BE;CLIO RN 3 PTAS.;1;Privado;Física;EL PLUMERILLO;MENDOZA;Femenino;1993;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-6707;10/1/2024;30/8/2005;17011;SALTA;Salta;Nacional;2005;18;SEDAN;08;CHEVROLET;AM;CORSA CLASSIC 3P BASE 1.6N;1;Privado;Física;BºLIMACHE-CAPITAL;SALTA;No identificado;1984;ARGENTINA;100;66;ARG
DENUNCIA DE ROBO O HURTO;DEN-10854;23/1/2024;6/5/1994;8019;GUALEGUAYCHU;Entre Ríos;Nacional;1994;18;SEDAN;53;VOLKSWAGEN;11;GOL GL.;1;Privado;Física;IBICUY;ENTRE RIOS;Masculino;1980;ARGENTINA;100;30;ARG
DENUNCIA DE ROBO O HURTO;DEN-8525;11/1/2024;8/9/2000;1271;JOSE C. PAZ;Buenos Aires;Nacional;2000;18;SEDAN;53;VOLKSWAGEN;55;GOL 1.6   002;1;Privado;Física;JOSÉ C. PAZ;BUENOS AIRES;Masculino;1999;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4801;8/1/2024;16/11/2010;1310;LA PLATA;Buenos Aires;Nacional;2010;18;SEDAN;37;RENAULT;VH;CLIO 3 PTAS PACK PLUS;1;Privado;Física;MELCHOR ROMERO;BUENOS AIRES;Femenino;1980;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8855;18/1/2024;21/10/1999;1249;BERISSO;Buenos Aires;Nacional;1999;18;SEDAN;53;VOLKSWAGEN;34;GOL 1.0L MI PLUS 001;1;Privado;Física;BERISSO;BUENOS AIRES;Femenino;1966;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9269;18/1/2024;2/9/1998;13029;MENDOZA;Mendoza;Nacional;1998;18;SEDAN;17;FIAT;21;FIAT PALIO ELD 3P;1;Privado;Física;EL PLUMERILLO;MENDOZA;Femenino;1991;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-3163;10/1/2024;14/5/2015;1275;ENSENADA;Buenos Aires;Nacional;2015;18;SEDAN;37;RENAULT;1M;CLIO MIO 3P EXPRESSION;1;Privado;Física;ENSENADA;BUENOS AIRES;Masculino;1968;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8671;31/1/2024;5/5/2000;1253;LA PLATA;Buenos Aires;Nacional;2000;18;SEDAN;53;VOLKSWAGEN;42;GOL 1.6 01A;1;Privado;Física;RINGUELET;BUENOS AIRES;Masculino;1999;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10843;12/1/2024;6/5/1994;1302;NECOCHEA;Buenos Aires;Nacional;1994;18;SEDAN;53;VOLKSWAGEN;11;VW GOL GL;1;Privado;Física;NECOCHEA;BUENOS AIRES;Masculino;1989;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10730;25/1/2024;9/9/1994;13020;MENDOZA;Mendoza;Nacional;1994;18;SEDAN;53;VOLKSWAGEN;11;GOL GL;1;Privado;Física;PANQUEHUA;MENDOZA;Femenino;1988;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-8929;16/1/2024;6/8/1999;1285;ESTEBAN ECHEVERRIA;Buenos Aires;Nacional;1999;18;SEDAN;53;VOLKSWAGEN;27;GOL MI;1;Privado;Física;MONTE GRANDE;BUENOS AIRES;Femenino;1980;URUGUAY;100;6;URY
DENUNCIA DE ROBO O HURTO;DEN-10773;18/1/2024;21/7/1994;1272;LA PLATA;Buenos Aires;Nacional;1994;18;SEDAN;53;VOLKSWAGEN;11;GOL GL;1;Privado;Física;MANUEL B GONNET;BUENOS AIRES;Masculino;1998;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8715;19/1/2024;10/3/2000;1247;GENERAL RODRIGUEZ;Buenos Aires;Nacional;2000;18;SEDAN;53;VOLKSWAGEN;55;GOL 1.6 002;1;Privado;Física;B° FONAVI;BUENOS AIRES;Masculino;1993;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9933;11/1/2024;31/10/1996;2037;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;1996;18;SEDAN;53;VOLKSWAGEN;11;GOL GLI;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1969;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-7405;3/1/2024;25/9/2003;1273;MORENO;Buenos Aires;Nacional;2003;18;SEDAN;08;CHEVROLET;AM;CORSA CLASSIC 3P BASE 1.6 N;1;Privado;Física;MORENO;BUENOS AIRES;Femenino;1982;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10074;3/1/2024;4/6/1996;2056;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;1996;18;SEDAN;53;VOLKSWAGEN;11;GOL GLI;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1959;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-9269;19/1/2024;3/9/1998;2059;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;1998;18;SEDAN;37;RENAULT;CA;CLIO RL 3 PTAS.;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1992;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-5681;15/1/2024;26/6/2008;16001;CIPOLLETTI;Río Negro;Nacional;2008;18;SEDAN;37;RENAULT;UJ;CLIO 3 PTAS PACK;1;Privado;Física;CIPOLLETTI;RIO NEGRO;Masculino;1989;ARGENTINA;100;62;ARG
DENUNCIA DE ROBO O HURTO;DEN-10515;24/1/2024;11/4/1995;4006;CORDOBA;Córdoba;Nacional;1995;18;SEDAN;53;VOLKSWAGEN;11;GOL GL /95;1;Privado;Física;CORDOBA;CORDOBA;Masculino;1971;ARGENTINA;100;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-6476;19/1/2024;27/4/2006;13034;GODOY CRUZ;Mendoza;Nacional;2006;18;SEDAN;08;CHEVROLET;AM;CORSA CLASSIC 3 PTAS BASE 1.6N;1;Privado;Física;GODOY CRUZ;MENDOZA;Masculino;1992;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-8758;5/1/2024;13/1/2000;4037;CORDOBA;Córdoba;Nacional;2000;18;SEDAN;17;FIAT;20;PALIO EL 3P;1;Privado;Física;CORDOBA;CORDOBA;Masculino;2000;ARGENTINA;100;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-10718;18/1/2024;14/9/1994;1273;MORENO;Buenos Aires;Nacional;1994;18;SEDAN;53;VOLKSWAGEN;11;GOL GL;1;Privado;Física;FRANCISCO ALVAREZ;BUENOS AIRES;No identificado;2000;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8644;25/1/2024;26/5/2000;2088;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;2000;18;SEDAN;53;VOLKSWAGEN;50;GOL 1.9 SD;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1962;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-6025;31/1/2024;3/8/2007;2094;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;2007;18;SEDAN;08;CHEVROLET;BF;CORSA CLASSIC 3P AA+DIR 1.6N;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1988;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-8967;5/1/2024;18/6/1999;4053;CORDOBA;Córdoba;Nacional;1999;18;SEDAN;53;VOLKSWAGEN;27;GOL MI;1;Privado;Física;CORDOBA;CORDOBA;Masculino;1970;ARGENTINA;100;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-8507;4/1/2024;19/9/2000;1317;ADROGUE;Buenos Aires;Nacional;2000;18;SEDAN;17;FIAT;65;UNO S 1.4 INYECCION 3P.;1;Privado;Física;SAN JOSE;BUENOS AIRES;Masculino;1994;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8651;16/1/2024;10/5/2000;1317;ADROGUE;Buenos Aires;Nacional;2000;18;SEDAN;34;PEUGEOT;AJ;206 XRAA PRES;1;Privado;Física;RAFAEL CALZADA;BUENOS AIRES;Femenino;1990;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8616;18/1/2024;16/6/2000;2043;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;2000;18;RURAL;34;PEUGEOT;AG;PARTNER BRKD;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1984;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-7774;9/1/2024;27/9/2002;2052;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;2002;18;SEDAN;34;PEUGEOT;97;206 XRD 3P FULL;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;No identificado;1988;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-8091;4/1/2024;9/11/2001;4079;JESUS MARIA;Córdoba;Nacional;2001;18;SEDAN;08;CHEVROLET;77;CORSA 3 PTAS WIND 1.6 MPFI;1;Privado;Física;VILLA LOS LLANOS-JUAREZ CELMAN;CORDOBA;No identificado;1949;ARGENTINA;100;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-8572;23/1/2024;4/8/2000;4046;VILLA ALLENDE;Córdoba;Nacional;2000;18;SEDAN;08;CHEVROLET;77;CORSA WIND 1.6 MPFI 3P;1;Privado;Física;MENDIOLAZA;CORDOBA;No identificado;1996;ARGENTINA;50;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-8246;22/1/2024;25/6/2001;2091;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;2001;18;SEDAN;34;PEUGEOT;22;206XRD3PK;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1968;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-10339;29/1/2024;9/10/1995;2016;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;1995;18;SEDAN;53;VOLKSWAGEN;11;GOL  CL;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1995;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-9646;2/1/2024;5/8/1997;13011;MENDOZA;Mendoza;Nacional;1997;18;SEDAN;53;VOLKSWAGEN;11;GOL CLI;1;Privado;Física;PANQUEHUA;MENDOZA;Femenino;1989;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-7645;23/1/2024;17/2/2003;1319;LA MATANZA;Buenos Aires;Nacional;2003;18;SEDAN;53;VOLKSWAGEN;EB;GOL 1.6 0260 212;1;Privado;Física;G. CATAN;BUENOS AIRES;Masculino;1988;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9138;15/1/2024;8/1/1999;2086;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;1999;18;SEDAN;37;RENAULT;CC;CLIO RL DIESEL 3 PTAS.-;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;No identificado;1984;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-9683;3/1/2024;30/6/1997;21013;ROSARIO;Santa Fe;Nacional;1997;18;SEDAN;53;VOLKSWAGEN;11;GOL GLD/1997;1;Privado;Física;ROSARIO;SANTA FE;Femenino;1970;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-6677;15/1/2024;4/10/2005;1261;MARCOS PAZ;Buenos Aires;Nacional;2005;18;SEDAN;08;CHEVROLET;AM;CORSA CLASSIC 3P BASE 1.6N;1;Privado;Física;MARCOS PAZ;BUENOS AIRES;No identificado;1994;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8504;23/1/2024;11/10/2000;1243;BERAZATEGUI;Buenos Aires;Nacional;2000;18;SEDAN;08;CHEVROLET;77;CORSA 3 PUERTAS 1.0 N;1;Privado;Física;BERAZATEGUI;BUENOS AIRES;Masculino;1991;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9273;17/1/2024;28/8/1998;1264;ADROGUE;Buenos Aires;Nacional;1998;18;SEDAN;37;RENAULT;BD;CLIO RN 3PTAS AA;1;Privado;Física;JOSE MARMOL;BUENOS AIRES;Masculino;1996;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10984;30/1/2024;3/1/1994;1250;ITUZAINGO;Buenos Aires;Nacional;1994;18;SEDAN;53;VOLKSWAGEN;11;GOL GL;1;Privado;Física;MORÓN;BUENOS AIRES;Femenino;1988;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9776;8/1/2024;3/4/1997;1257;MORENO;Buenos Aires;Nacional;1997;18;SEDAN;53;VOLKSWAGEN;11;GOL GLD;1;Privado;Física;FRANCISCO ALVAREZ;BUENOS AIRES;Femenino;1944;ARGENTINA;50;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8280;22/1/2024;22/5/2001;1316;JOSE C. PAZ;Buenos Aires;Nacional;2001;18;SEDAN;53;VOLKSWAGEN;AX;GOL 1.6  0260  011;1;Privado;Física;JOSÉ C. PAZ;BUENOS AIRES;Femenino;1987;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8560;23/1/2024;16/8/2000;4041;CORDOBA;Córdoba;Nacional;2000;18;SEDAN;17;FIAT;61;PALIO S (3P);1;Privado;Física;CORDOBA;CORDOBA;Masculino;1979;ARGENTINA;100;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-9119;16/1/2024;28/1/1999;13011;MENDOZA;Mendoza;Nacional;1999;18;SEDAN;37;RENAULT;CW;RENAULT 19 RE DIESEL;1;Privado;Física;PRESIDENTE SARMIENTO;MENDOZA;Femenino;1984;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-3634;4/1/2024;22/1/2014;21043;ROSARIO;Santa Fe;Nacional;2014;17;SEDAN;34;PEUGEOT;ML;308 ALLURE 1.6N NAV;1;Privado;Física;ROSARIO;SANTA FE;Masculino;1962;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-4909;26/1/2024;18/8/2010;21068;ROSARIO;Santa Fe;Nacional;2010;17;SEDAN;07;CITROEN;71;C4 5P 1.6I 16V;1;Privado;Física;ROSARIO;SANTA FE;Femenino;1992;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-9868;30/1/2024;23/1/1997;21053;SAN LORENZO;Santa Fe;Nacional;1997;17;SEDAN;19;FORD;61;ESCORT LX 1.8;1;Privado;Física;ROLDAN;SANTA FE;No identificado;1992;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-7177;5/1/2024;12/5/2004;21070;ROSARIO;Santa Fe;Nacional;2004;17;SEDAN;34;PEUGEOT;EG;206 XRD CONFORT 5P;1;Privado;Física;PÉREZ;SANTA FE;Femenino;1983;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-8949;4/1/2024;5/7/1999;21068;ROSARIO;Santa Fe;Nacional;1999;17;SEDAN;37;RENAULT;DY;MEGANE RT TD ABCP ABS BIC;1;Privado;Física;ROSARIO;SANTA FE;Masculino;1984;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-888;2/1/2024;28/7/2021;21066;SANTA FE;Santa Fe;Nacional;2021;17;SEDAN;34;PEUGEOT;RB;208 LIKE 1.2L;1;Privado;Física;SANTA FE;SANTA FE;Femenino;2001;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-9447;15/1/2024;5/3/1998;21074;SANTA FE;Santa Fe;Nacional;1998;17;SEDAN;34;PEUGEOT;52;306XNAA5P;1;Privado;Física;RECREO;SANTA FE;Femenino;1970;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-7132;15/1/2024;6/7/2004;21075;SAN LORENZO;Santa Fe;Nacional;2004;17;SEDAN;34;PEUGEOT;CM;206 XT 1.6 5P;1;Privado;Física;TIMBUES;SANTA FE;Masculino;1987;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-9429;31/1/2024;8/4/1998;21050;ROSARIO;Santa Fe;Nacional;1998;17;SEDAN;17;FIAT;29;SIENA HL 5P;1;Privado;Física;ROSARIO;SANTA FE;Masculino;1990;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-9001;29/1/2024;8/6/1999;21049;ROSARIO;Santa Fe;Nacional;1999;17;SEDAN;17;FIAT;61;PALIO S (5P);1;Privado;Física;ROSARIO;SANTA FE;Masculino;1985;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-6198;8/1/2024;19/1/2007;21068;ROSARIO;Santa Fe;Nacional;2007;17;SEDAN;37;RENAULT;SA;CLIO PACK 1,2 DA AA;1;Privado;Física;ROSARIO;SANTA FE;Femenino;1972;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-6087;5/1/2024;7/5/2007;21059;ROSARIO;Santa Fe;Nacional;2007;17;SEDAN;34;PEUGEOT;FD;307 XS 1.6 5P 110CV;1;Privado;Física;ROSARIO;SANTA FE;Masculino;1973;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-6399;31/1/2024;25/7/2006;21068;ROSARIO;Santa Fe;Nacional;2006;17;SEDAN;37;RENAULT;RG;MEGANE BIC AUTHENTIQUE M1.6;1;Privado;Física;GRANADERO BAIGORRIA;SANTA FE;No identificado;1989;ARGENTINA;100;82;ARG
